2.22044604925031e-16,1,2.22044604925031e-16
1.11022302462516e-16,0.5,2.22044604925031e-16
5.55111512312578e-17,0.25,2.22044604925031e-16
2.77555756156289e-17,0.125,2.22044604925031e-16
1.38777878078145e-17,0.0625,2.22044604925031e-16
6.93889390390723e-18,0.03125,2.22044604925031e-16
3.46944695195361e-18,0.015625,2.22044604925031e-16
1.73472347597681e-18,0.0078125,2.22044604925031e-16
8.67361737988404e-19,0.00390625,2.22044604925031e-16
4.33680868994202e-19,0.001953125,2.22044604925031e-16
2.16840434497101e-19,0.0009765625,2.22044604925031e-16
1.0842021724855e-19,0.00048828125,2.22044604925031e-16
5.42101086242752e-20,0.000244140625,2.22044604925031e-16
2.71050543121376e-20,0.0001220703125,2.22044604925031e-16
1.35525271560688e-20,6.103515625e-05,2.22044604925031e-16
6.7762635780344e-21,3.0517578125e-05,2.22044604925031e-16
3.3881317890172e-21,1.52587890625e-05,2.22044604925031e-16
1.6940658945086e-21,7.62939453125e-06,2.22044604925031e-16
8.470329472543e-22,3.814697265625e-06,2.22044604925031e-16
4.2351647362715e-22,1.9073486328125e-06,2.22044604925031e-16
2.11758236813575e-22,9.5367431640625e-07,2.22044604925031e-16
1.05879118406788e-22,4.76837158203125e-07,2.22044604925031e-16
5.29395592033938e-23,2.38418579101562e-07,2.22044604925031e-16
2.64697796016969e-23,1.19209289550781e-07,2.22044604925031e-16
1.32348898008484e-23,5.96046447753906e-08,2.22044604925031e-16
6.61744490042422e-24,2.98023223876953e-08,2.22044604925031e-16
3.30872245021211e-24,1.49011611938477e-08,2.22044604925031e-16
1.65436122510606e-24,7.45058059692383e-09,2.22044604925031e-16
8.27180612553028e-25,3.72529029846191e-09,2.22044604925031e-16
4.13590306276514e-25,1.86264514923096e-09,2.22044604925031e-16
2.06795153138257e-25,9.31322574615479e-10,2.22044604925031e-16
1.03397576569128e-25,4.65661287307739e-10,2.22044604925031e-16
5.16987882845642e-26,2.3283064365387e-10,2.22044604925031e-16
2.58493941422821e-26,1.16415321826935e-10,2.22044604925031e-16
1.29246970711411e-26,5.82076609134674e-11,2.22044604925031e-16
6.46234853557053e-27,2.91038304567337e-11,2.22044604925031e-16
3.23117426778526e-27,1.45519152283669e-11,2.22044604925031e-16
1.61558713389263e-27,7.27595761418343e-12,2.22044604925031e-16
8.07793566946316e-28,3.63797880709171e-12,2.22044604925031e-16
4.03896783473158e-28,1.81898940354586e-12,2.22044604925031e-16
2.01948391736579e-28,9.09494701772928e-13,2.22044604925031e-16
1.0097419586829e-28,4.54747350886464e-13,2.22044604925031e-16
5.04870979341448e-29,2.27373675443232e-13,2.22044604925031e-16
2.52435489670724e-29,1.13686837721616e-13,2.22044604925031e-16
1.26217744835362e-29,5.6843418860808e-14,2.22044604925031e-16
6.31088724176809e-30,2.8421709430404e-14,2.22044604925031e-16
3.15544362088405e-30,1.4210854715202e-14,2.22044604925031e-16
1.57772181044202e-30,7.105427357601e-15,2.22044604925031e-16
7.88860905221012e-31,3.5527136788005e-15,2.22044604925031e-16
3.94430452610506e-31,1.77635683940025e-15,2.22044604925031e-16
1.97215226305253e-31,8.88178419700125e-16,2.22044604925031e-16
9.86076131526265e-32,4.44089209850063e-16,2.22044604925031e-16
4.93038065763132e-32,2.22044604925031e-16,2.22044604925031e-16
2.46519032881566e-32,1.11022302462516e-16,2.22044604925031e-16
